Division,Hospital,MeasureGroup,Measure,Month,MonthNumber,FiscalYear,Actual,Goal,GoalLabel,MeasureGroupOrder,MeasureFormat,MeasureOrder
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Patient Experience,Feb,8,FY19,0.00,0.00,Goal,2,Number,17
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Patient Experience,Mar,9,FY19,0.00,0.00,Goal,2,Number,18
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Quality,Jul,1,FY19,0.00,0.00,Goal,2,Number,19
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Quality,Aug,2,FY19,0.00,0.00,Goal,2,Number,20
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Quality,Sep,3,FY19,0.00,0.00,Goal,2,Number,21
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Quality,Oct,4,FY19,0.00,0.00,Goal,2,Number,22
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Quality,Nov,5,FY19,0.00,0.00,Goal,2,Number,23
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Quality,Dec,6,FY19,0.00,0.00,Goal,2,Number,24
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Quality,Jan,7,FY19,0.00,0.00,Goal,2,Number,25
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Quality,Feb,8,FY19,0.00,0.00,Goal,2,Number,26
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Quality,Mar,9,FY19,0.00,0.00,Goal,2,Number,27
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Safety,Jul,1,FY19,0.00,0.00,Goal,2,Number,28
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Safety,Aug,2,FY19,0.00,0.00,Goal,2,Number,29
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Safety,Sep,3,FY19,0.00,0.00,Goal,2,Number,30
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Safety,Oct,4,FY19,0.00,0.00,Goal,2,Number,31
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Safety,Nov,5,FY19,0.00,0.00,Goal,2,Number,32
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Safety,Dec,6,FY19,0.00,0.00,Goal,2,Number,33
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Safety,Jan,7,FY19,0.00,0.00,Goal,2,Number,34
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Safety,Feb,8,FY19,0.00,0.00,Goal,2,Number,35
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,"Quality, Safety, Experience",Safety,Mar,9,FY19,0.00,0.00,Goal,2,Number,36
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA,Jul,1,FY19,172365.26,20357.00,Budget,3,Dollar,37
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA,Aug,2,FY19,-13924.38,112420.00,Budget,3,Dollar,38
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA,Sep,3,FY19,131476.13,48643.00,Budget,3,Dollar,39
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA,Oct,4,FY19,53063.39,47726.00,Budget,3,Dollar,40
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA,Nov,5,FY19,-60449.96,79077.00,Budget,3,Dollar,41
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA,Dec,6,FY19,111387.35,153660.00,Budget,3,Dollar,42
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA,Jan,7,FY19,242481.09,141585.00,Budget,3,Dollar,43
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA,Feb,8,FY19,113314.45,127989.00,Budget,3,Dollar,44
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA,Mar,9,FY19,102320.45,181238.00,Budget,3,Dollar,45
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA Margin,Jul,1,FY19,18.55,2.88,Budget,3,Percent,46
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA Margin,Aug,2,FY19,-1.75,13.60,Budget,3,Percent,47
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA Margin,Sep,3,FY19,13.98,6.95,Budget,3,Percent,48
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA Margin,Oct,4,FY19,7.69,6.83,Budget,3,Percent,49
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA Margin,Nov,5,FY19,-8.69,10.27,Budget,3,Percent,50
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA Margin,Dec,6,FY19,13.85,16.95,Budget,3,Percent,51
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA Margin,Jan,7,FY19,22.35,15.80,Budget,3,Percent,52
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA Margin,Feb,8,FY19,14.56,15.95,Budget,3,Percent,53
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Earnings,Operating EBIDA Margin,Mar,9,FY19,14.63,19.65,Budget,3,Percent,54
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Adjusted Admissions,Jul,1,FY19,62.69,70.91,Budget,4,Number,55
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Adjusted Admissions,Aug,2,FY19,70.57,88.63,Budget,4,Number,56
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Adjusted Admissions,Sep,3,FY19,73.85,71.13,Budget,4,Number,57
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Adjusted Admissions,Oct,4,FY19,58.45,68.36,Budget,4,Number,58
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Adjusted Admissions,Nov,5,FY19,51.67,73.86,Budget,4,Number,59
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Adjusted Admissions,Dec,6,FY19,60.10,97.31,Budget,4,Number,60
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Adjusted Admissions,Jan,7,FY19,128.38,94.43,Budget,4,Number,61
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Adjusted Admissions,Feb,8,FY19,97.40,85.68,Budget,4,Number,62
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Adjusted Admissions,Mar,9,FY19,78.73,97.36,Budget,4,Number,63
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Acute Admissions,Jul,1,FY19,26.00,24.00,Budget,4,Number,64
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Acute Admissions,Aug,2,FY19,23.00,30.00,Budget,4,Number,65
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Acute Admissions,Sep,3,FY19,24.00,23.00,Budget,4,Number,66
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Acute Admissions,Oct,4,FY19,20.00,21.00,Budget,4,Number,67
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Acute Admissions,Nov,5,FY19,14.00,25.00,Budget,4,Number,68
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Acute Admissions,Dec,6,FY19,29.00,34.00,Budget,4,Number,69
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Acute Admissions,Jan,7,FY19,34.00,34.00,Budget,4,Number,70
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Acute Admissions,Feb,8,FY19,36.00,29.00,Budget,4,Number,71
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Acute Admissions,Mar,9,FY19,31.00,34.00,Budget,4,Number,72
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Surgeries,Jul,1,FY19,5.00,4.00,Budget,4,Number,73
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Surgeries,Aug,2,FY19,7.00,4.00,Budget,4,Number,74
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Surgeries,Sep,3,FY19,8.00,3.00,Budget,4,Number,75
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Surgeries,Oct,4,FY19,2.00,3.00,Budget,4,Number,76
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Surgeries,Nov,5,FY19,10.00,4.00,Budget,4,Number,77
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Surgeries,Dec,6,FY19,11.00,5.00,Budget,4,Number,78
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Surgeries,Jan,7,FY19,6.00,5.00,Budget,4,Number,79
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Surgeries,Feb,8,FY19,9.00,4.00,Budget,4,Number,80
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,IP Surgeries,Mar,9,FY19,2.00,5.00,Budget,4,Number,81
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,OP Surgeries,Jul,1,FY19,20.00,18.00,Budget,4,Number,82
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,OP Surgeries,Aug,2,FY19,30.00,21.00,Budget,4,Number,83
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,OP Surgeries,Sep,3,FY19,30.00,16.00,Budget,4,Number,84
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,OP Surgeries,Oct,4,FY19,16.00,15.00,Budget,4,Number,85
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,OP Surgeries,Nov,5,FY19,24.00,20.00,Budget,4,Number,86
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,OP Surgeries,Dec,6,FY19,17.00,24.00,Budget,4,Number,87
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,OP Surgeries,Jan,7,FY19,17.00,26.00,Budget,4,Number,88
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,OP Surgeries,Feb,8,FY19,14.00,21.00,Budget,4,Number,89
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,OP Surgeries,Mar,9,FY19,8.00,25.00,Budget,4,Number,90
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Total ED Visits,Jul,1,FY19,757.00,712.00,Budget,4,Number,91
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Total ED Visits,Aug,2,FY19,846.00,839.00,Budget,4,Number,92
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Total ED Visits,Sep,3,FY19,811.00,653.00,Budget,4,Number,93
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Total ED Visits,Oct,4,FY19,811.00,600.00,Budget,4,Number,94
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Total ED Visits,Nov,5,FY19,754.00,779.00,Budget,4,Number,95
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Total ED Visits,Dec,6,FY19,752.00,975.00,Budget,4,Number,96
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Total ED Visits,Jan,7,FY19,880.00,1017.00,Budget,4,Number,97
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Total ED Visits,Feb,8,FY19,790.00,814.00,Budget,4,Number,98
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Growth,Total ED Visits,Mar,9,FY19,764.00,993.00,Budget,4,Number,99
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue Yield,Jul,1,FY19,49.27,58.09,Budget,5,Percent,100
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue Yield,Aug,2,FY19,43.10,57.72,Budget,5,Percent,101
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue Yield,Sep,3,FY19,49.20,60.17,Budget,5,Percent,102
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue Yield,Oct,4,FY19,39.21,62.38,Budget,5,Percent,103
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue Yield,Nov,5,FY19,44.52,57.88,Budget,5,Percent,104
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue Yield,Dec,6,FY19,42.76,56.05,Budget,5,Percent,105
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue Yield,Jan,7,FY19,60.89,54.63,Budget,5,Percent,106
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue Yield,Feb,8,FY19,45.83,57.78,Budget,5,Percent,107
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue Yield,Mar,9,FY19,39.18,56.04,Budget,5,Percent,108
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue/AA,Jul,1,FY19,14240.20,9555.48,Budget,5,Number,109
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue/AA,Aug,2,FY19,10763.46,8950.51,Budget,5,Number,110
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue/AA,Sep,3,FY19,12270.76,9478.11,Budget,5,Number,111
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue/AA,Oct,4,FY19,11095.46,9877.53,Budget,5,Number,112
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue/AA,Nov,5,FY19,12773.75,10005.31,Budget,5,Number,113
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue/AA,Dec,6,FY19,12806.83,8918.79,Budget,5,Number,114
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue/AA,Jan,7,FY19,8174.53,9066.57,Budget,5,Number,115
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue/AA,Feb,8,FY19,7607.35,8988.59,Budget,5,Number,116
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Revenue,Net Patient Service Revenue/AA,Mar,9,FY19,8432.43,9069.62,Budget,5,Number,117
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,FTEs per Adjusted Admission,Jul,1,FY19,0.00,0.00,Budget,6,Number,118
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,FTEs per Adjusted Admission,Aug,2,FY19,0.00,0.00,Budget,6,Number,119
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,FTEs per Adjusted Admission,Sep,3,FY19,0.00,0.00,Budget,6,Number,120
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,FTEs per Adjusted Admission,Oct,4,FY19,0.00,0.00,Budget,6,Number,121
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,FTEs per Adjusted Admission,Nov,5,FY19,0.00,0.00,Budget,6,Number,122
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,FTEs per Adjusted Admission,Dec,6,FY19,0.00,0.00,Budget,6,Number,123
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,FTEs per Adjusted Admission,Jan,7,FY19,0.00,0.00,Budget,6,Number,124
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,FTEs per Adjusted Admission,Feb,8,FY19,0.00,0.00,Budget,6,Number,125
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,FTEs per Adjusted Admission,Mar,9,FY19,0.00,0.00,Budget,6,Number,126
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Jul,1,FY19,263.48,318.02,Budget,6,Number,127
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Jul,1,FY19,375.28,254.84,Budget,6,Number,128
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Aug,2,FY19,483.20,282.34,Budget,6,Number,129
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Aug,2,FY19,637.85,204.48,Budget,6,Number,130
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Sep,3,FY19,470.55,274.99,Budget,6,Number,131
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Sep,3,FY19,419.33,174.01,Budget,6,Number,132
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Oct,4,FY19,415.01,207.30,Budget,6,Number,133
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Oct,4,FY19,526.82,152.81,Budget,6,Number,134
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Nov,5,FY19,350.89,223.53,Budget,6,Number,135
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Nov,5,FY19,484.33,309.98,Budget,6,Number,136
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Dec,6,FY19,550.50,223.56,Budget,6,Number,137
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Dec,6,FY19,260.10,265.71,Budget,6,Number,138
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Jan,7,FY19,334.71,242.51,Budget,6,Number,139
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Jan,7,FY19,316.72,191.37,Budget,6,Number,140
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Feb,8,FY19,273.36,288.94,Budget,6,Number,141
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Feb,8,FY19,83.42,211.48,Budget,6,Number,142
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Mar,9,FY19,358.67,127.14,Budget,6,Number,143
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Pharmacy Cost/Adjusted Admission,Mar,9,FY19,332.63,205.68,Budget,6,Number,144
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Total Comp per Adjusted Admission,Jul,1,FY19,5581.04,4103.43,Budget,6,Number,145
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Total Comp per Adjusted Admission,Aug,2,FY19,5269.51,3400.09,Budget,6,Number,146
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Total Comp per Adjusted Admission,Sep,3,FY19,5220.66,3917.87,Budget,6,Number,147
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Total Comp per Adjusted Admission,Oct,4,FY19,4692.44,4194.88,Budget,6,Number,148
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Total Comp per Adjusted Admission,Nov,5,FY19,6398.76,3993.10,Budget,6,Number,149
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Total Comp per Adjusted Admission,Dec,6,FY19,5207.00,3274.89,Budget,6,Number,150
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Total Comp per Adjusted Admission,Jan,7,FY19,2409.58,3411.13,Budget,6,Number,151
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Total Comp per Adjusted Admission,Feb,8,FY19,2846.67,3294.91,Budget,6,Number,152
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Expense,Total Comp per Adjusted Admission,Mar,9,FY19,4160.91,3287.15,Budget,6,Number,153
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Population,Observation Equivelant Days,Jul,1,FY19,263.48,318.02,Budget,7,Number,154
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Population,Observation Equivelant Days,Aug,2,FY19,483.20,282.34,Budget,7,Number,155
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Population,Observation Equivelant Days,Sep,3,FY19,470.55,274.99,Budget,7,Number,156
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Population,Observation Equivelant Days,Oct,4,FY19,415.01,207.30,Budget,7,Number,157
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Population,Observation Equivelant Days,Nov,5,FY19,484.33,309.98,Budget,7,Number,158
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Population,Observation Equivelant Days,Dec,6,FY19,550.50,223.56,Budget,7,Number,159
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Population,Observation Equivelant Days,Jan,7,FY19,334.71,242.51,Budget,7,Number,160
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Population,Observation Equivelant Days,Feb,8,FY19,273.36,288.94,Budget,7,Number,161
Colorado-JOA,Bob Wilson Mem Hosp Ulysses-KS,Population,Observation Equivelant Days,Mar,9,FY19,332.63,205.68,Budget,7,Number,162
Colorado-JOA,Mercy Med Ctr Durango-CO,Employee,Turnover Rate,Jul,1,FY19,0.00,0.00,Goal,1,Dollar,163
Colorado-JOA,Mercy Med Ctr Durango-CO,Employee,Turnover Rate,Aug,2,FY19,0.00,0.00,Goal,1,Dollar,164
Colorado-JOA,Mercy Med Ctr Durango-CO,Employee,Turnover Rate,Sep,3,FY19,0.00,0.00,Goal,1,Dollar,165
Colorado-JOA,Mercy Med Ctr Durango-CO,Employee,Turnover Rate,Oct,4,FY19,0.00,0.00,Goal,1,Dollar,166
Colorado-JOA,Mercy Med Ctr Durango-CO,Employee,Turnover Rate,Nov,5,FY19,0.00,0.00,Goal,1,Dollar,167
Colorado-JOA,Mercy Med Ctr Durango-CO,Employee,Turnover Rate,Dec,6,FY19,0.00,0.00,Goal,1,Dollar,168
Colorado-JOA,Mercy Med Ctr Durango-CO,Employee,Turnover Rate,Jan,7,FY19,0.00,0.00,Goal,1,Dollar,169
Colorado-JOA,Mercy Med Ctr Durango-CO,Employee,Turnover Rate,Feb,8,FY19,0.00,0.00,Goal,1,Dollar,170
Colorado-JOA,Mercy Med Ctr Durango-CO,Employee,Turnover Rate,Mar,9,FY19,0.00,0.00,Goal,1,Dollar,171
Colorado-JOA,Mercy Med Ctr Durango-CO,"Quality, Safety, Experience",Patient Experience,Jul,1,FY19,0.00,0.00,Goal,2,Number,172
Colorado-JOA,Mercy Med Ctr Durango-CO,"Quality, Safety, Experience",Patient Experience,Aug,2,FY19,0.00,0.00,Goal,2,Number,173
Colorado-JOA,Mercy Med Ctr Durango-CO,"Quality, Safety, Experience",Patient Experience,Sep,3,FY19,0.00,0.00,Goal,2,Number,174
Colorado-JOA,Mercy Med Ctr Durango-CO,"Quality, Safety, Experience",Patient Experience,Oct,4,FY19,0.00,0.00,Goal,2,Number,175
Colorado-JOA,Mercy Med Ctr Durango-CO,"Quality, Safety, Experience",Patient Experience,Nov,5,FY19,0.00,0.00,Goal,2,Number,176
Colorado-JOA,Mercy Med Ctr Durango-CO,"Quality, Safety, Experience",Patient Experience,Dec,6,FY19,0.00,0.00,Goal,2,Number,177
Colorado-JOA,Mercy Med Ctr Durango-CO,"Quality, Safety, Experience",Patient Experience,Jan,7,FY19,0.00,0.00,Goal,2,Number,178
